1|'Колпинский'|'Понтонный'|'Александра Товпеко'|11|||6000001|||||||||||||||||||||||||||||
2|'Колпинский'|'Понтонный'|'Александра Товпеко'|13|||6000002|||'кирпичный'|'индивидуальный'|1953|'кирпичные'|3||2|3|2492.57|2492.57|990.77||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
3|'Колпинский'|'Понтонный'|'Александра Товпеко'|15|||6000003|||||||||||||||||||||||||||||
4|'Колпинский'|'Понтонный'|'Александра Товпеко'|16|||6000004|||||||||||||||||||||||||||||
5|'Колпинский'|'Понтонный'|'Александра Товпеко'|18|||6000005|||||||||||||||||||||||||||||
6|'Колпинский'|'Понтонный'|'Александра Товпеко'|19|||6000006|||||||||||||||||||||||||||||
7|'Колпинский'|'Понтонный'|'Александра Товпеко'|30|||6000007|||||||||||||||||||||||||||||
8|'Колпинский'|'Понтонный'|'Александра Товпеко'|32|||6000008|||||||||||||||||||||||||||||
9|'Колпинский'|'Понтонный'|'Александра Товпеко'|34|||6000009|||||||||||||||||||||||||||||
10|'Колпинский'|'Понтонный'|'Александра Товпеко'|35|||6000010|||||||||||||||||||||||||||||
11|'Колпинский'|'Понтонный'|'Александра Товпеко'|36|||6000011|||||||||||||||||||||||||||||
12|'Колпинский'|'Понтонный'|'Александра Товпеко'|8|||6000012|||||||||||||||||||||||||||||
13|'Колпинский'|'Колпино'|'Анисимова'|10|||6000013|||'панельный'||1990|'панельные'|10|0|6|248|14764.7|14764.7|13024.7|1740|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|||||
14|'Колпинский'|'Колпино'|'Анисимова'|2|||6000014|||'панельный'|137|1990|'панельные'|12|0|5|295|19765.56|19465.56|18354.56|1411|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|||||
15|'Колпинский'|'Колпино'|'Анисимова'|4|||6000015|||'панельный'|'индивидуальный'|1999|'панельные'|16|0|1|165|9594.22|9594.22|7394.22|2200|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|||||
16|'Колпинский'|'Колпино'|'Анисимова'|5|||6000016|||||||||||||||||||||||||||||
17|'Колпинский'|'Колпино'|'Анисимова'|5|2||6000017|||||||||||||||||||||||||||||
18|'Колпинский'|'Колпино'|'Анисимова'|5|4||6000018|||||||||||||||||||||||||||||
19|'Колпинский'|'Колпино'|'Анисимова'|5|6||6000019|||||||||||||||||||||||||||||
20|'Колпинский'|'Колпино'|'Анисимова'|5|7||6000020|||||||||||||||||||||||||||||
21|'Колпинский'|'Металлострой'|'Богайчука'|10|||6000021|||||||||||||||||||||||||||||
22|'Колпинский'|'Металлострой'|'Богайчука'|12|||6000022|||||||||||||||||||||||||||||
23|'Колпинский'|'Металлострой'|'Богайчука'|14|||6000023|||||||||||||||||||||||||||||
24|'Колпинский'|'Металлострой'|'Богайчука'|16|||6000024|||||||||||||||||||||||||||||
25|'Колпинский'|'Металлострой'|'Богайчука'|20|||6000025|||||||||||||||||||||||||||||
26|'Колпинский'|'Металлострой'|'Богайчука'|22|||6000026|||||||||||||||||||||||||||||
27|'Колпинский'|'Металлострой'|'Богайчука'|24|||6000027|||||||||||||||||||||||||||||
28|'Колпинский'|'Металлострой'|'Богайчука'|26|||6000028|||||||||||||||||||||||||||||
29|'Колпинский'|'Металлострой'|'Богайчука'|28|||6000029|||||||||||||||||||||||||||||
30|'Колпинский'|'Металлострой'|'Богайчука'|2|||6000030|||||||||||||||||||||||||||||
31|'Колпинский'|'Металлострой'|'Богайчука'|4|||6000031|||||||||||||||||||||||||||||
32|'Колпинский'|'Металлострой'|'Богайчука'|6|||6000032|||||||||||||||||||||||||||||
33|'Колпинский'|'Металлострой'|'Богайчука'|8|||6000033|||||||||||||||||||||||||||||
34|'Колпинский'|'Колпино'|'Братьев Радченко'|10|||6000034|||'другое'|'другое'|1955|'кирпичные'|4|0|3|40|||2325.1||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
35|'Колпинский'|'Колпино'|'Братьев Радченко'|11|||6000035|||'другое'|'1-528КП-82'|1960|'кирпичные'|4|0|3|48|||1978.67||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
36|'Колпинский'|'Колпино'|'Братьев Радченко'|11|3||6000036|||||||||||||||||||||||||||||
37|'Колпинский'|'Колпино'|'Братьев Радченко'|12|||6000037|||'другое'|'индивидуальный'|1955|'кирпичные'|4|0|3|22|||1440.49|2135|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|1|1|0
38|'Колпинский'|'Колпино'|'Братьев Радченко'|14|||6000038|||'другое'||1955|'кирпичные'|4|0|3|40|||2325.43||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
39|'Колпинский'|'Колпино'|'Братьев Радченко'|15|||6000039|||'другое'|'другое'|1961|'панельные'|4|0|3|48|||1893.15||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
40|'Колпинский'|'Колпино'|'Братьев Радченко'|19|||6000040|||'другое'|'другое'|1983|'панельные'|12|0|5|357|||16220||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|0|1|3|3|0
41|'Колпинский'|'Колпино'|'Братьев Радченко'|23|||6000041|||'другое'|'другое'|1982|'панельные'|12|0|5|357|||16060.8||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|0|1|3|3|0
42|'Колпинский'|'Колпино'|'Братьев Радченко'|25|||6000042|||'другое'|'другое'|1982|'панельные'|12|0|5|357|||16060.8||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|0|1|3|3|0
