1|2|3|4|5|6|7|||||'1605/12'|||15|16|17|18||||||||||||||32|33|34|35|36|37
1|'Приморский'|'Муниципальный округ № 65'|'Беговая'|5|1||3411|'непосредственное управление'||'панельный'|137|1990|'панельные'|12|0|3|321|16484.9|16484.9|16332.8|152.1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|4|3|3|2|0
2|'Приморский'|'Муниципальный округ № 65'|'Беговая'|9|2||3412|'непосредственное управление'||'панельный'|137|1991|'панельные'|12|0|3|237|12120.07|12120.07|11957.2|163.5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|3|2|0
3|'Приморский'|'Муниципальный округ № 65'|'Беговая'|9|3||3413|'непосредственное управление'||'другое'|'индивидуальный'|1991|'кирпичные'|14|0|1|72|4009.9|4009.9|3702.5|307.4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|0|1|1|0
4|'Приморский'|'Муниципальный округ № 65'|'Беговая'|11|||3414|'непосредственное управление'||'панельный'|137|1991|'панельные'|12|0|4|356|17969.5|17969.5|17768.7|200.8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|3|1|4|2|0
5|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|30|1||3415|'непосредственное управление'||'панельный'|137|1991|'панельные'|16|0|3|237|14674|14674|14502.1|171.9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|3|1|3|0
6|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|30|2||3416|'непосредственное управление'||'панельный'|137|1991|'панельные'|16|0|3|237|14687|14687|14565.6|121.4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|3|3|0
7|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|33|2||3417|'непосредственное управление'||'панельный'|137|1991|'панельные'|16|0|3|237|14645.8|14645.8|14481.4|164.4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|3|3|0
8|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|34|2||3418|'непосредственное управление'||'панельный'|137|1990|'панельные'|16|0|3|237|14736.9|14736.9|14547.4|189.5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|0|3|0
9|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|39|3||3419|'непосредственное управление'||'панельный'|'другое'|1991|'панельные'|10|0|2|79|4825.8|4825.8|4657.9|167.9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|3|2|2|1|0
10|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|43|||34110|'непосредственное управление'||'панельный'|137|1993|'панельные'|13|0|2|110|7431.6|7431.6|6517.7|913.9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|3|1|1|0
11|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|48|1||34111|'непосредственное управление'||'панельный'|'другое'|2009|'панельные'|16|0|11|816|56315.2|56315.2|54223.2|2092|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|22|18|4|0|5|0
12|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|50|1||34112|'непосредственное управление'||'панельный'|'другое'|2009|'панельные'|18|0|10|713|47103.4|47103.4|44827.1|2276.3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|20|15|4|0|4|0
13|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|52|1||34113|'непосредственное управление'||'панельный'|'другое'|2009|'панельные'|16|0|10|751|47665.3|47665.3|45529.2|2136.1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|20|12|4|0|4|0
14|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|53|3||34114|'непосредственное управление'||'панельный'|137|1996|'панельные'|12|0|6|397|22327.9|22327.9|21975.7|352.2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|6|4|2|6|0
15|'Приморский'|'Муниципальный округ № 65'|'Богатрский проспект'|57|3||34115|'непосредственное управление'||'панельный'|137|1995|'панельные'|12|0|3|176|9591.8|9591.8|9396.1|195.7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|3|3|0
16|'Приморский'|'Муниципальный округ № 65'|'Гаккелевская'|26|||34116|'непосредственное управление'||'панельный'|137|1992|'панельные'|12|0|2|179|12230|12230|12033.8|196.2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|2|2|3|0
17|'Приморский'|'Муниципальный округ № 65'|'Елагинский'|42|||34117|'непосредственное управление'||'панельный'|'другое'|1995|'панельные'|10|0|5|209|11304.9|11304.9|11102.9|202|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|5|2|3|5|2|0
18|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|2|2||34118|'непосредственное управление'||'панельный'|137|1992|'панельные'|12|0|1|57|3487.6|3487.6|3384.7|102.9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|3|2|1|1|0
19|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|6|2||34119|'непосредственное управление'||'панельный'|137|1992|'панельные'|14|0|2|136|8036.6|8036.6|7847.3|189.3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|2|2|2|0
20|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|6|4||34120|'непосредственное управление'||'панельный'|'другое'|1992|'панельные'|10|0|5|208|11154.1|11154.1|10983.6|170.5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|5|2|2|5|3|0
21|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|12|1||34121|'непосредственное управление'||'панельный'|'другое'|1990|'панельные'|10|0|3|119|6875.9|6875.9|6772.8|103.1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|3|2|1|1|0
22|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|14|||34122|'непосредственное управление'||'панельный'|137|1990|'панельные'|12|0|3|177|11071.7|11071.7|10899.6|172.1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|3|3|2|0
23|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|16|||34123|'непосредственное управление'||'панельный'|'другое'|1991|'панельные'|10|0|3|119|6894.3|6894.3|6719.7|174.6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|3|2|1|1|0
24|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|28|2||34124|'непосредственное управление'||'панельный'|'другое'|1994|'панельные'|10|0|4|179|8981.3|8981.3|8839.9|141.4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|2|4|2|0
25|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|30|1||34125|'непосредственное управление'||'панельный'|137|1994|'панельные'|12|0|4|236|12335.9|12335.9|12139.5|196.4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|2|4|4|0
26|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|34|1||34126|'непосредственное управление'||'другое'|'индивидуальный'|1995|'кирпичные'|10|0|1|50|2769.2|2769.2|2689.6|79.6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|1|2|2|1|1|0
27|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|52|1||34127|'непосредственное управление'||'панельный'|'другое'|1995|'панельные'|6|0|6|143|8393.5|8393.5|8294.7|98.8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|2|0|2|0
28|'Приморский'|'Муниципальный округ № 65'|'Камышовая'|54|1||34128|'непосредственное управление'||'панельный'|'другое'|1996|'панельные'|6|0|6|137|8467.8|8467.8|8366.3|101.5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|2|0|2|0
