1|2|3|4|5|6|7|||||'1605/12'|||15|16|17|18||||||||||||||32|33|34|35|36|37
1|'Кронштадтский'||'Аммермана'|17|||'09_000001'|'РЖА'||'индивидуальный'|'индивидуальный'|1980|'кирпичные'|5|0|3|54|2962.28|2948.28|2618.64||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
2|'Кронштадтский'||'Аммермана'|2|||'09_000002'|'РЖА'||'индивидуальный'|'индивидуальный'|1935|'кирпичные'|4|0|7|55|4031.6|3924.88|3452.6||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
3|'Кронштадтский'||'Аммермана'|22|'А'||'09_000003'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3|0|1|12|714.4|701.68|641.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
4|'Кронштадтский'||'Аммермана'|25|||'09_000004'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|2|0|1|10|768.32|768.32|659.6||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0
5|'Кронштадтский'||'Аммермана'|26|||'09_000005'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|4|0|3|18|2025.31|2025.31|1396.31|416.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0
6|'Кронштадтский'||'Аммермана'|27|||'09_000006'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3|0|2|17|1556.5|1544.36|1002.1|367.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
7|'Кронштадтский'||'Аммермана'|28|||'09_000007'|'РЖА'||'индивидуальный'|'индивидуальный'|1953|'кирпичные'|4|0|4|45|3129.5|3078.6|2648.7|104.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
8|'Кронштадтский'||'Аммермана'|29|||'09_000008'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|4|0|3|17|1633.03|1633.03|1396.86||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
9|'Кронштадтский'||'Аммермана'|30|||'09_000009'|'РЖА'||'индивидуальный'|'индивидуальный'|1967|'кирпичные'|5|0|2|40|1760|1756.14|1583||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
10|'Кронштадтский'||'Аммермана'|31|'а'||'09_000010'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3|0|2|18|1591.1|1591.1|1430.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0
11|'Кронштадтский'||'Аммермана'|31|'б'||'09_000011'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3|0|2|14|1073.1|1073.1|922.1||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0
12|'Кронштадтский'||'Аммермана'|36|||'09_000012'|'РЖА'||'индивидуальный'|'индивидуальный'|1955|'кирпичные'|4|0|4|45|3264.89|3229.32|2666.22||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
13|'Кронштадтский'||'Аммермана'|4|||'09_000013'|'РЖА'||'индивидуальный'|'индивидуальный'|1959|'кирпичные'|5|0|3|60|2801.9|2761.69|2533||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
14|'Кронштадтский'||'Аммермана'|44|||'09_000014'|'РЖА'||'индивидуальный'|'индивидуальный'|1938|'кирпичные'|4|0|5|40|3050.47|2989.98|2651.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
15|'Кронштадтский'||'Аммермана.'|'д.15/10'|||'09_000015'|'РЖА'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3|0|4|24|2802.08|2802.08|1828|551|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
16|'Кронштадтский'||'Андреевская'|12|||'09_000016'|'РЖА'||'индивидуальный'|'индивидуальный'|1896|'кирпичные'|3|0|3|19|2016.3|1941.51|1449.21|295.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0
